Address;Name;Id;Size;Fieldvalues.Values;AxisX.Values;AxisY.Values
1896200;Trigger Art for removal debouncing;DSM_Class8TDlc_C;1x1;3.000;;
1896201;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class8DlcKd_C;1x1;40.00;;
1896202;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class8Dlc_C;1x1;40.00;;
1896203;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class8Prio_C;1x1;250.00;;
1896204;Type of lamp control system;DSM_Class8SysLamp_C;1x1;1.000;;
1896205;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class8ResErf_C;1x1;3.000;;
1896206;Assignment debounce class zu Readiness Flags;DSM_Class8Readiness_C;1x1;4.000;;
1896207;Type of MIL Control;DSM_Class9Mil_C;1x1;1.000;;
1896208;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class9TFlc_C;1x1;4.000;;
1896209;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class9Flc_C;1x1;3.00;;
1896210;Trigger Art for Error recovery (->Lamp From);DSM_Class9THlc_C;1x1;2.000;;
1896211;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class9Hlc_C;1x1;3.00;;
1896212;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class9Scatt_C;1x1;1.000;;
1896213;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class9TDlcPen_C;1x1;2.000;;
1896214;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class9DlcPen_C;1x1;80.00;;
1896215;Trigger Art for removal debouncing;DSM_Class9TDlc_C;1x1;3.000;;
1896216;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class9DlcKd_C;1x1;40.00;;
1896217;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class9Dlc_C;1x1;40.00;;
1896218;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class9Prio_C;1x1;140.00;;
1896219;Type of lamp control system;DSM_Class9SysLamp_C;1x1;0.000;;
1896220;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class9ResErf_C;1x1;3.000;;
1896221;Assignment debounce class zu Readiness Flags;DSM_Class9Readiness_C;1x1;8.000;;
1896222;Type of MIL Control;DSM_Class10Mil_C;1x1;1.000;;
1896223;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class10TFlc_C;1x1;4.000;;
1896224;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class10Flc_C;1x1;3.00;;
1896225;Trigger Art for Error recovery (->Lamp From);DSM_Class10THlc_C;1x1;2.000;;
1896226;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class10Hlc_C;1x1;3.00;;
1896227;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class10Scatt_C;1x1;1.000;;
1896228;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class10TDlcPen_C;1x1;2.000;;
1896229;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class10DlcPen_C;1x1;80.00;;
1896230;Trigger Art for removal debouncing;DSM_Class10TDlc_C;1x1;3.000;;
1896231;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class10DlcKd_C;1x1;40.00;;
1896232;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class10Dlc_C;1x1;40.00;;
1896233;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class10Prio_C;1x1;240.00;;
1896234;Type of lamp control system;DSM_Class10SysLamp_C;1x1;1.000;;
1896235;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class10ResErf_C;1x1;3.000;;
1896236;Assignment debounce class zu Readiness Flags;DSM_Class10Readiness_C;1x1;8.000;;
1896237;Type of MIL Control;DSM_Class11Mil_C;1x1;1.000;;
1896238;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class11TFlc_C;1x1;4.000;;
1896239;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class11Flc_C;1x1;3.00;;
1896240;Trigger Art for Error recovery (->Lamp From);DSM_Class11THlc_C;1x1;2.000;;
1896241;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class11Hlc_C;1x1;3.00;;
1896242;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class11Scatt_C;1x1;1.000;;
1896243;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class11TDlcPen_C;1x1;0.000;;
1896244;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class11DlcPen_C;1x1;80.00;;
1896245;Trigger Art for removal debouncing;DSM_Class11TDlc_C;1x1;3.000;;
1896246;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class11DlcKd_C;1x1;40.00;;
1896247;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class11Dlc_C;1x1;40.00;;
1896248;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class11Prio_C;1x1;30.00;;
1896249;Type of lamp control system;DSM_Class11SysLamp_C;1x1;0.000;;
1896250;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class11ResErf_C;1x1;3.000;;
1896251;Assignment debounce class zu Readiness Flags;DSM_Class11Readiness_C;1x1;16.000;;
1896252;Type of MIL Control;DSM_Class12Mil_C;1x1;1.000;;
1896253;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class12TFlc_C;1x1;4.000;;
1896254;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class12Flc_C;1x1;3.00;;
1896255;Trigger Art for Error recovery (->Lamp From);DSM_Class12THlc_C;1x1;2.000;;
1896256;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class12Hlc_C;1x1;3.00;;
1896257;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class12Scatt_C;1x1;1.000;;
1896258;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class12TDlcPen_C;1x1;0.000;;
1896259;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class12DlcPen_C;1x1;80.00;;
1896260;Trigger Art for removal debouncing;DSM_Class12TDlc_C;1x1;3.000;;
1896261;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class12DlcKd_C;1x1;40.00;;
1896262;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class12Dlc_C;1x1;40.00;;
1896263;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class12Prio_C;1x1;130.00;;
1896264;Type of lamp control system;DSM_Class12SysLamp_C;1x1;1.000;;
1896265;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class12ResErf_C;1x1;3.000;;
1896266;Assignment debounce class zu Readiness Flags;DSM_Class12Readiness_C;1x1;16.000;;
1896267;Type of MIL Control;DSM_Class13Mil_C;1x1;1.000;;
1896268;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class13TFlc_C;1x1;4.000;;
1896269;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class13Flc_C;1x1;3.00;;
1896270;Trigger Art for Error recovery (->Lamp From);DSM_Class13THlc_C;1x1;2.000;;
1896271;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class13Hlc_C;1x1;3.00;;
1896272;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class13Scatt_C;1x1;1.000;;
1896273;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class13TDlcPen_C;1x1;0.000;;
1896274;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class13DlcPen_C;1x1;80.00;;
1896275;Trigger Art for removal debouncing;DSM_Class13TDlc_C;1x1;3.000;;
1896276;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class13DlcKd_C;1x1;40.00;;
1896277;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class13Dlc_C;1x1;40.00;;
1896278;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class13Prio_C;1x1;30.00;;
1896279;Type of lamp control system;DSM_Class13SysLamp_C;1x1;0.000;;
1896280;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class13ResErf_C;1x1;3.000;;
1896281;Assignment debounce class zu Readiness Flags;DSM_Class13Readiness_C;1x1;0.000;;
1896282;Type of MIL Control;DSM_Class14Mil_C;1x1;1.000;;
1896283;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class14TFlc_C;1x1;4.000;;
1896284;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class14Flc_C;1x1;3.00;;
1896285;Trigger Art for Error recovery (->Lamp From);DSM_Class14THlc_C;1x1;2.000;;
1896286;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class14Hlc_C;1x1;3.00;;
1896287;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class14Scatt_C;1x1;1.000;;
1896288;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class14TDlcPen_C;1x1;0.000;;
1896289;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class14DlcPen_C;1x1;80.00;;
1896290;Trigger Art for removal debouncing;DSM_Class14TDlc_C;1x1;3.000;;
1896291;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class14DlcKd_C;1x1;40.00;;
1896292;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class14Dlc_C;1x1;40.00;;
1896293;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class14Prio_C;1x1;130.00;;
1896294;Type of lamp control system;DSM_Class14SysLamp_C;1x1;1.000;;
1896295;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class14ResErf_C;1x1;3.000;;
1896296;Assignment debounce class zu Readiness Flags;DSM_Class14Readiness_C;1x1;0.000;;
1896297;Type of MIL Control;DSM_Class15Mil_C;1x1;1.000;;
1896298;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class15TFlc_C;1x1;4.000;;
1896299;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class15Flc_C;1x1;3.00;;
1896300;Trigger Art for Error recovery (->Lamp From);DSM_Class15THlc_C;1x1;2.000;;
1896301;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class15Hlc_C;1x1;3.00;;
1896302;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class15Scatt_C;1x1;1.000;;
1896303;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class15TDlcPen_C;1x1;0.000;;
1896304;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class15DlcPen_C;1x1;80.00;;
1896305;Trigger Art for removal debouncing;DSM_Class15TDlc_C;1x1;3.000;;
1896306;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class15DlcKd_C;1x1;40.00;;
1896307;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class15Dlc_C;1x1;40.00;;
1896308;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class15Prio_C;1x1;30.00;;
1896309;Type of lamp control system;DSM_Class15SysLamp_C;1x1;0.000;;
1896310;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class15ResErf_C;1x1;3.000;;
1896311;Assignment debounce class zu Readiness Flags;DSM_Class15Readiness_C;1x1;32.000;;
1896312;Type of MIL Control;DSM_Class16Mil_C;1x1;1.000;;
1896313;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class16TFlc_C;1x1;4.000;;
1896314;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class16Flc_C;1x1;3.00;;
1896315;Trigger Art for Error recovery (->Lamp From);DSM_Class16THlc_C;1x1;2.000;;
1896316;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class16Hlc_C;1x1;3.00;;
1896317;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class16Scatt_C;1x1;1.000;;
1896318;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class16TDlcPen_C;1x1;0.000;;
1896319;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class16DlcPen_C;1x1;80.00;;
1896320;Trigger Art for removal debouncing;DSM_Class16TDlc_C;1x1;3.000;;
1896321;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class16DlcKd_C;1x1;40.00;;
1896322;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class16Dlc_C;1x1;40.00;;
1896323;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class16Prio_C;1x1;130.00;;
1896324;Type of lamp control system;DSM_Class16SysLamp_C;1x1;1.000;;
1896325;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class16ResErf_C;1x1;3.000;;
1896326;Assignment debounce class zu Readiness Flags;DSM_Class16Readiness_C;1x1;32.000;;
1896327;Type of MIL Control;DSM_Class17Mil_C;1x1;1.000;;
1896328;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class17TFlc_C;1x1;4.000;;
1896329;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class17Flc_C;1x1;3.00;;
1896330;Trigger Art for Error recovery (->Lamp From);DSM_Class17THlc_C;1x1;2.000;;
1896331;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class17Hlc_C;1x1;3.00;;
1896332;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class17Scatt_C;1x1;1.000;;
1896333;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class17TDlcPen_C;1x1;0.000;;
1896334;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class17DlcPen_C;1x1;80.00;;
1896335;Trigger Art for removal debouncing;DSM_Class17TDlc_C;1x1;3.000;;
1896336;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class17DlcKd_C;1x1;40.00;;
1896337;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class17Dlc_C;1x1;40.00;;
1896338;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class17Prio_C;1x1;30.00;;
1896339;Type of lamp control system;DSM_Class17SysLamp_C;1x1;0.000;;
1896340;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class17ResErf_C;1x1;3.000;;
1896341;Assignment debounce class zu Readiness Flags;DSM_Class17Readiness_C;1x1;64.000;;
1896342;Type of MIL Control;DSM_Class18Mil_C;1x1;1.000;;
1896343;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class18TFlc_C;1x1;4.000;;
1896344;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class18Flc_C;1x1;3.00;;
1896345;Trigger Art for Error recovery (->Lamp From);DSM_Class18THlc_C;1x1;2.000;;
1896346;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class18Hlc_C;1x1;3.00;;
1896347;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class18Scatt_C;1x1;1.000;;
1896348;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class18TDlcPen_C;1x1;0.000;;
1896349;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class18DlcPen_C;1x1;80.00;;
1896350;Trigger Art for removal debouncing;DSM_Class18TDlc_C;1x1;3.000;;
1896351;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class18DlcKd_C;1x1;40.00;;
1896352;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class18Dlc_C;1x1;40.00;;
1896353;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class18Prio_C;1x1;130.00;;
1896354;Type of lamp control system;DSM_Class18SysLamp_C;1x1;1.000;;
1896355;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class18ResErf_C;1x1;3.000;;
1896356;Assignment debounce class zu Readiness Flags;DSM_Class18Readiness_C;1x1;64.000;;
1896357;Type of MIL Control;DSM_Class19Mil_C;1x1;0.000;;
1896358;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class19TFlc_C;1x1;4.000;;
1896359;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class19Flc_C;1x1;0.00;;
1896360;Trigger Art for Error recovery (->Lamp From);DSM_Class19THlc_C;1x1;2.000;;
1896361;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class19Hlc_C;1x1;0.00;;
1896362;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class19Scatt_C;1x1;0.000;;
1896363;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class19TDlcPen_C;1x1;2.000;;
1896364;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class19DlcPen_C;1x1;1.00;;
1896365;Trigger Art for removal debouncing;DSM_Class19TDlc_C;1x1;2.000;;
1896366;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class19DlcKd_C;1x1;1.00;;
1896367;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class19Dlc_C;1x1;1.00;;
1896368;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class19Prio_C;1x1;20.00;;
1896369;Type of lamp control system;DSM_Class19SysLamp_C;1x1;0.000;;
1896370;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class19ResErf_C;1x1;3.000;;
1896371;Assignment debounce class zu Readiness Flags;DSM_Class19Readiness_C;1x1;0.000;;
1896372;Type of MIL Control;DSM_Class20Mil_C;1x1;0.000;;
1896373;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class20TFlc_C;1x1;4.000;;
1896374;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class20Flc_C;1x1;0.00;;
1896375;Trigger Art for Error recovery (->Lamp From);DSM_Class20THlc_C;1x1;2.000;;
1896376;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class20Hlc_C;1x1;0.00;;
1896377;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class20Scatt_C;1x1;0.000;;
1896378;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class20TDlcPen_C;1x1;3.000;;
1896379;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class20DlcPen_C;1x1;40.00;;
1896380;Trigger Art for removal debouncing;DSM_Class20TDlc_C;1x1;3.000;;
1896381;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class20DlcKd_C;1x1;40.00;;
1896382;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class20Dlc_C;1x1;40.00;;
1896383;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class20Prio_C;1x1;120.00;;
1896384;Type of lamp control system;DSM_Class20SysLamp_C;1x1;1.000;;
1896385;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class20ResErf_C;1x1;0.000;;
1896386;Assignment debounce class zu Readiness Flags;DSM_Class20Readiness_C;1x1;0.000;;
1896387;Type of MIL Control;DSM_Class21Mil_C;1x1;0.000;;
1896388;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class21TFlc_C;1x1;4.000;;
1896389;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class21Flc_C;1x1;0.00;;
1896390;Trigger Art for Error recovery (->Lamp From);DSM_Class21THlc_C;1x1;2.000;;
1896391;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class21Hlc_C;1x1;0.00;;
1896392;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class21Scatt_C;1x1;0.000;;
1896393;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class21TDlcPen_C;1x1;3.000;;
1896394;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class21DlcPen_C;1x1;40.00;;
1896395;Trigger Art for removal debouncing;DSM_Class21TDlc_C;1x1;3.000;;
1896396;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class21DlcKd_C;1x1;40.00;;
1896397;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class21Dlc_C;1x1;40.00;;
1896398;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class21Prio_C;1x1;10.00;;
1896399;Type of lamp control system;DSM_Class21SysLamp_C;1x1;0.000;;
1896400;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class21ResErf_C;1x1;3.000;;
1896401;Assignment debounce class zu Readiness Flags;DSM_Class21Readiness_C;1x1;0.000;;
1896402;Type of MIL Control;DSM_Class22Mil_C;1x1;0.000;;
1896403;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class22TFlc_C;1x1;4.000;;
1896404;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class22Flc_C;1x1;0.00;;
1896405;Trigger Art for Error recovery (->Lamp From);DSM_Class22THlc_C;1x1;2.000;;
1896406;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class22Hlc_C;1x1;0.00;;
1896407;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class22Scatt_C;1x1;0.000;;
1896408;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class22TDlcPen_C;1x1;2.000;;
1896409;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class22DlcPen_C;1x1;40.00;;
1896410;Trigger Art for removal debouncing;DSM_Class22TDlc_C;1x1;2.000;;
1896411;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class22DlcKd_C;1x1;40.00;;
1896412;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class22Dlc_C;1x1;40.00;;
1896413;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class22Prio_C;1x1;10.00;;
1896414;Type of lamp control system;DSM_Class22SysLamp_C;1x1;0.000;;
1896415;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class22ResErf_C;1x1;3.000;;
1896416;Assignment debounce class zu Readiness Flags;DSM_Class22Readiness_C;1x1;0.000;;
1896417;Type of MIL Control;DSM_Class23Mil_C;1x1;0.000;;
1896418;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class23TFlc_C;1x1;4.000;;
1896419;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class23Flc_C;1x1;0.00;;
1896420;Trigger Art for Error recovery (->Lamp From);DSM_Class23THlc_C;1x1;2.000;;
1896421;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class23Hlc_C;1x1;0.00;;
1896422;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class23Scatt_C;1x1;0.000;;
1896423;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class23TDlcPen_C;1x1;2.000;;
1896424;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class23DlcPen_C;1x1;40.00;;
1896425;Trigger Art for removal debouncing;DSM_Class23TDlc_C;1x1;2.000;;
1896426;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class23DlcKd_C;1x1;40.00;;
1896427;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class23Dlc_C;1x1;40.00;;
1896428;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class23Prio_C;1x1;20.00;;
1896429;Type of lamp control system;DSM_Class23SysLamp_C;1x1;0.000;;
1896430;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class23ResErf_C;1x1;3.000;;
1896431;Assignment debounce class zu Readiness Flags;DSM_Class23Readiness_C;1x1;0.000;;
1896432;Type of MIL Control;DSM_Class24Mil_C;1x1;1.000;;
1896433;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class24TFlc_C;1x1;4.000;;
1896434;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class24Flc_C;1x1;3.00;;
1896435;Trigger Art for Error recovery (->Lamp From);DSM_Class24THlc_C;1x1;2.000;;
1896436;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class24Hlc_C;1x1;3.00;;
1896437;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class24Scatt_C;1x1;1.000;;
1896438;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class24TDlcPen_C;1x1;0.000;;
1896439;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class24DlcPen_C;1x1;80.00;;
1896440;Trigger Art for removal debouncing;DSM_Class24TDlc_C;1x1;3.000;;
1896441;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class24DlcKd_C;1x1;1.00;;
1896442;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class24Dlc_C;1x1;40.00;;
1896443;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class24Prio_C;1x1;30.00;;
1896444;Type of lamp control system;DSM_Class24SysLamp_C;1x1;0.000;;
1896445;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class24ResErf_C;1x1;3.000;;
1896446;Assignment debounce class zu Readiness Flags;DSM_Class24Readiness_C;1x1;0.000;;
1896447;Type of MIL Control;DSM_Class25Mil_C;1x1;1.000;;
1896448;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class25TFlc_C;1x1;4.000;;
1896449;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class25Flc_C;1x1;3.00;;
1896450;Trigger Art for Error recovery (->Lamp From);DSM_Class25THlc_C;1x1;2.000;;
1896451;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class25Hlc_C;1x1;3.00;;
1896452;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class25Scatt_C;1x1;1.000;;
1896453;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class25TDlcPen_C;1x1;0.000;;
1896454;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class25DlcPen_C;1x1;80.00;;
1896455;Trigger Art for removal debouncing;DSM_Class25TDlc_C;1x1;3.000;;
1896456;Number trigger events                                                                        for The Deletion Of Error entries with Status Customer service;DSM_Class25DlcKd_C;1x1;1.00;;
1896457;Number trigger events                                                                        for The Deletion Of Error entries;DSM_Class25Dlc_C;1x1;40.00;;
1896458;Priority of Error entry for Displacement and freeze frame assignment;DSM_Class25Prio_C;1x1;30.00;;
1896459;Type of lamp control system;DSM_Class25SysLamp_C;1x1;0.000;;
1896460;Behavior error flags                                                                           At Reset and chipped                                                                               Caster;DSM_Class25ResErf_C;1x1;3.000;;
1896461;Assignment debounce class zu Readiness Flags;DSM_Class25Readiness_C;1x1;32.000;;
1896462;Type of MIL Control;DSM_Class26Mil_C;1x1;1.000;;
1896463;Trigger Art for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class26TFlc_C;1x1;4.000;;
1896464;Number trigger events                                                                        for defect entry Bestätigungsentprellung (-> Lamp);DSM_Class26Flc_C;1x1;5.00;;
1896465;Trigger Art for Error recovery (->Lamp From);DSM_Class26THlc_C;1x1;2.000;;
1896466;Number trigger events                                                                        for Error recovery (->Lamp From);DSM_Class26Hlc_C;1x1;3.00;;
1896467;Error Is readable for OBD Scan tool tester (SCATT) if value = 1;DSM_Class26Scatt_C;1x1;1.000;;
1896468;Trigger Art for removal debouncing Of not confirmed Errors (pending);DSM_Class26TDlcPen_C;1x1;0.000;;
1896469;Number trigger events                                                                        for The Deletion Of not confirmed Errors (pending);DSM_Class26DlcPen_C;1x1;80.00;;
